GPU 0: NVIDIA A100-SXM4-40GB (UUID: GPU-6da32a56-b72c-9033-152d-27befc73a4b4)
host gpuhost006.jc.rl.ac.uk | CUDA ok | Wed 12 Aug 16:24:18 BST 2026
args: python /home/users/dv321/dissertation/Code/3 - Diffusion stage/train_ldm.py --attn 16 --batch 32 --cond-drop 0.1 --cond-mode full --dropout 0.0 --lr 0.0001 --mults 1,2,4 --p-mean -1.2 --p-std 1.2 --weight-decay 0.0 --width 128 --limit 613892 --epochs 6 --warmup 1000 --psd-crops 128 --patience 0 --no-keep-sampled --sample-every 6 --sample-crops 128 --seed 0 --out /home/users/dv321/dissertation_outputs/hpo/ldm_coarse/trial_015_r2 --latents-dir /work/scratch-nopw2/dv321/dissertation/latents_ml_ep17 --vae /home/users/dv321/dissertation_outputs/vae_v2/vae_ep17.pt --leads 15,30,45,60
pooled sigma_data 0.7407 from [+15min 0.5800, +30min 0.7073, +45min 0.7921, +60min 0.8546]
diagnostics: 128 fixed val crops (rows 0..53123), 8 members, 25 steps
device=cuda | denoiser 65.7M params | cond=full (20ch) | sigma_data=0.7407 | latent_scale=0.784
train rows 613892 | val rows 53124 | 19184 steps/epoch (batch 32) | weighted loss starts near 1.0 by construction
GPU: NVIDIA A100-SXM4-40GB | 42 GB total
  ep2 step 9000/19184 | loss_w 0.3670 raw 0.0478 | lr 8.66e-05 | gn 0.25 | 292 img/s
  ep2 step 9200/19184 | loss_w 0.3669 raw 0.0478 | lr 8.65e-05 | gn 0.25 | 292 img/s
  ep2 step 9400/19184 | loss_w 0.3668 raw 0.0477 | lr 8.63e-05 | gn 0.25 | 292 img/s
  ep2 step 9600/19184 | loss_w 0.3667 raw 0.0477 | lr 8.61e-05 | gn 0.25 | 292 img/s
  ep2 step 9800/19184 | loss_w 0.3667 raw 0.0477 | lr 8.59e-05 | gn 0.25 | 292 img/s
  ep2 step 10000/19184 | loss_w 0.3666 raw 0.0477 | lr 8.57e-05 | gn 0.25 | 292 img/s
  ep2 step 10200/19184 | loss_w 0.3665 raw 0.0477 | lr 8.55e-05 | gn 0.25 | 292 img/s
  ep2 step 10400/19184 | loss_w 0.3664 raw 0.0477 | lr 8.53e-05 | gn 0.25 | 292 img/s
  ep2 step 10600/19184 | loss_w 0.3664 raw 0.0477 | lr 8.51e-05 | gn 0.25 | 292 img/s
  ep2 step 10800/19184 | loss_w 0.3664 raw 0.0477 | lr 8.49e-05 | gn 0.25 | 292 img/s
  ep2 step 11000/19184 | loss_w 0.3664 raw 0.0477 | lr 8.47e-05 | gn 0.25 | 292 img/s
  ep2 step 11200/19184 | loss_w 0.3663 raw 0.0477 | lr 8.45e-05 | gn 0.25 | 292 img/s
  ep2 step 11400/19184 | loss_w 0.3663 raw 0.0477 | lr 8.43e-05 | gn 0.25 | 292 img/s
  ep2 step 11600/19184 | loss_w 0.3663 raw 0.0477 | lr 8.41e-05 | gn 0.25 | 292 img/s
  ep2 step 11800/19184 | loss_w 0.3662 raw 0.0477 | lr 8.39e-05 | gn 0.25 | 292 img/s
  ep2 step 12000/19184 | loss_w 0.3662 raw 0.0477 | lr 8.37e-05 | gn 0.25 | 292 img/s
  ep2 step 12200/19184 | loss_w 0.3661 raw 0.0477 | lr 8.35e-05 | gn 0.25 | 292 img/s
  ep2 step 12400/19184 | loss_w 0.3661 raw 0.0477 | lr 8.33e-05 | gn 0.25 | 292 img/s
  ep2 step 12600/19184 | loss_w 0.3661 raw 0.0477 | lr 8.31e-05 | gn 0.25 | 292 img/s
  ep2 step 12800/19184 | loss_w 0.3661 raw 0.0477 | lr 8.29e-05 | gn 0.25 | 292 img/s
  ep2 step 13000/19184 | loss_w 0.3661 raw 0.0477 | lr 8.27e-05 | gn 0.25 | 292 img/s
  ep2 step 13200/19184 | loss_w 0.3660 raw 0.0477 | lr 8.25e-05 | gn 0.25 | 292 img/s
  ep2 step 13400/19184 | loss_w 0.3660 raw 0.0477 | lr 8.23e-05 | gn 0.25 | 292 img/s
  ep2 step 13600/19184 | loss_w 0.3659 raw 0.0477 | lr 8.20e-05 | gn 0.25 | 292 img/s
  ep2 step 13800/19184 | loss_w 0.3659 raw 0.0477 | lr 8.18e-05 | gn 0.24 | 292 img/s
  ep2 step 14000/19184 | loss_w 0.3659 raw 0.0476 | lr 8.16e-05 | gn 0.24 | 292 img/s
  ep2 step 14200/19184 | loss_w 0.3659 raw 0.0476 | lr 8.14e-05 | gn 0.24 | 292 img/s
